Execution_Rep.csv
Order ID,Client Order ID,Instrument,Side,Exec Status,Quantity,Price,Reason,Transaction Time
ord57,aa15,Rose,1,2,100,1.00,,20231213-163925.006
ord48,aa15,Rose,2,3,100,1.00,,20231213-163925.006
ord58,aa13,Rose,2,0,100,55.00,,20231213-163925.006
ord59,aa14,Rose,2,0,100,45.00,,20231213-163925.006
ord60,aa15,Rose,1,2,200,1.00,,20231213-163925.006
ord48,aa15,Rose,2,2,200,1.00,,20231213-163925.006
ord61,aa13,Rose,1,2,100,45.00,,20231213-163925.006
ord56,aa14,Rose,2,2,100,45.00,,20231213-163925.006
ord62,aa14,Rose,1,2,100,45.00,,20231213-163925.006
ord59,aa14,Rose,2,2,100,45.00,,20231213-163925.006
ord63,aa15,Rose,2,0,300,1.00,,20231213-163925.006
ord64,aa13,Rose,1,2,100,1.00,,20231213-163925.006
ord63,aa15,Rose,2,3,100,1.00,,20231213-163925.006
ord65,aa14,Rose,1,2,100,1.00,,20231213-163925.006
ord63,aa15,Rose,2,3,100,1.00,,20231213-163925.006
ord66,aa15,Rose,2,0,300,1.00,,20231213-163925.006
ord67,aa16,Rose,1,2,100,1.00,,20231213-163925.006
ord63,aa15,Rose,2,2,100,1.00,,20231213-163925.006
ord68,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.006
ord69,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.006
ord70,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.006
ord71,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.006
ord72,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.006
ord73,aa13,Rose,2,0,100,55.00,,20231213-163925.006
ord74,aa14,Rose,2,0,100,45.00,,20231213-163925.006
ord75,aa15,Rose,1,2,100,1.00,,20231213-163925.006
ord66,aa15,Rose,2,3,100,1.00,,20231213-163925.006
ord76,aa13,Rose,2,0,100,55.00,,20231213-163925.006
ord77,aa14,Rose,2,0,100,45.00,,20231213-163925.006
ord78,aa15,Rose,1,2,200,1.00,,20231213-163925.006
ord66,aa15,Rose,2,2,200,1.00,,20231213-163925.006
ord79,aa13,Rose,1,2,100,45.00,,20231213-163925.006
ord74,aa14,Rose,2,2,100,45.00,,20231213-163925.006
ord80,aa14,Rose,1,2,100,45.00,,20231213-163925.006
ord77,aa14,Rose,2,2,100,45.00,,20231213-163925.006
ord81,aa15,Rose,2,0,300,1.00,,20231213-163925.006
ord82,aa13,Rose,1,2,100,1.00,,20231213-163925.006
ord81,aa15,Rose,2,3,100,1.00,,20231213-163925.006
ord83,aa14,Rose,1,2,100,1.00,,20231213-163925.006
ord81,aa15,Rose,2,3,100,1.00,,20231213-163925.006
ord84,aa15,Rose,2,0,300,1.00,,20231213-163925.006
ord85,aa16,Rose,1,2,100,1.00,,20231213-163925.006
ord81,aa15,Rose,2,2,100,1.00,,20231213-163925.006
ord86,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.007
ord87,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.007
ord88,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.007
ord89,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.007
ord90,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.007
ord91,aa13,Rose,2,0,100,55.00,,20231213-163925.007
ord92,aa14,Rose,2,0,100,45.00,,20231213-163925.007
ord93,aa15,Rose,1,2,100,1.00,,20231213-163925.007
ord84,aa15,Rose,2,3,100,1.00,,20231213-163925.007
ord94,aa13,Rose,2,0,100,55.00,,20231213-163925.007
ord95,aa14,Rose,2,0,100,45.00,,20231213-163925.007
ord96,aa15,Rose,1,2,200,1.00,,20231213-163925.007
ord84,aa15,Rose,2,2,200,1.00,,20231213-163925.007
ord97,aa13,Rose,1,2,100,45.00,,20231213-163925.007
ord92,aa14,Rose,2,2,100,45.00,,20231213-163925.007
ord98,aa14,Rose,1,2,100,45.00,,20231213-163925.007
ord95,aa14,Rose,2,2,100,45.00,,20231213-163925.007
ord99,aa15,Rose,2,0,300,1.00,,20231213-163925.007
ord100,aa13,Rose,1,2,100,1.00,,20231213-163925.007
ord99,aa15,Rose,2,3,100,1.00,,20231213-163925.007
ord101,aa14,Rose,1,2,100,1.00,,20231213-163925.007
ord99,aa15,Rose,2,3,100,1.00,,20231213-163925.007
ord102,aa15,Rose,2,0,300,1.00,,20231213-163925.007
ord103,aa16,Rose,1,2,100,1.00,,20231213-163925.007
ord99,aa15,Rose,2,2,100,1.00,,20231213-163925.007
ord104,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.007
ord105,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.007
ord106,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.007
ord107,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.007
ord108,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.007
ord109,aa13,Rose,2,0,100,55.00,,20231213-163925.007
ord110,aa14,Rose,2,0,100,45.00,,20231213-163925.007
ord111,aa15,Rose,1,2,100,1.00,,20231213-163925.007
ord102,aa15,Rose,2,3,100,1.00,,20231213-163925.007
ord112,aa13,Rose,2,0,100,55.00,,20231213-163925.007
ord113,aa14,Rose,2,0,100,45.00,,20231213-163925.007
ord114,aa15,Rose,1,2,200,1.00,,20231213-163925.007
ord102,aa15,Rose,2,2,200,1.00,,20231213-163925.007
ord115,aa13,Rose,1,2,100,45.00,,20231213-163925.007
ord110,aa14,Rose,2,2,100,45.00,,20231213-163925.007
ord116,aa14,Rose,1,2,100,45.00,,20231213-163925.007
ord113,aa14,Rose,2,2,100,45.00,,20231213-163925.007
ord117,aa15,Rose,2,0,300,1.00,,20231213-163925.008
ord118,aa13,Rose,1,2,100,1.00,,20231213-163925.008
ord117,aa15,Rose,2,3,100,1.00,,20231213-163925.008
ord119,aa14,Rose,1,2,100,1.00,,20231213-163925.008
ord117,aa15,Rose,2,3,100,1.00,,20231213-163925.008
ord120,aa15,Rose,2,0,300,1.00,,20231213-163925.008
ord121,aa16,Rose,1,2,100,1.00,,20231213-163925.008
ord117,aa15,Rose,2,2,100,1.00,,20231213-163925.008
ord122,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.008
ord123,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.008
ord124,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.008
ord125,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.008
ord126,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.008
ord127,aa13,Rose,2,0,100,55.00,,20231213-163925.008
ord128,aa14,Rose,2,0,100,45.00,,20231213-163925.008
ord129,aa15,Rose,1,2,100,1.00,,20231213-163925.008
ord120,aa15,Rose,2,3,100,1.00,,20231213-163925.008
ord130,aa13,Rose,2,0,100,55.00,,20231213-163925.008
ord131,aa14,Rose,2,0,100,45.00,,20231213-163925.008
ord132,aa15,Rose,1,2,200,1.00,,20231213-163925.008
ord120,aa15,Rose,2,2,200,1.00,,20231213-163925.008
ord133,aa13,Rose,1,2,100,45.00,,20231213-163925.008
ord128,aa14,Rose,2,2,100,45.00,,20231213-163925.008
ord134,aa14,Rose,1,2,100,45.00,,20231213-163925.008
ord131,aa14,Rose,2,2,100,45.00,,20231213-163925.008
ord135,aa15,Rose,2,0,300,1.00,,20231213-163925.008
ord136,aa13,Rose,1,2,100,1.00,,20231213-163925.008
ord135,aa15,Rose,2,3,100,1.00,,20231213-163925.008
ord137,aa14,Rose,1,2,100,1.00,,20231213-163925.008
ord135,aa15,Rose,2,3,100,1.00,,20231213-163925.008
ord138,aa15,Rose,2,0,300,1.00,,20231213-163925.008
ord139,aa16,Rose,1,2,100,1.00,,20231213-163925.008
ord135,aa15,Rose,2,2,100,1.00,,20231213-163925.008
ord140,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.008
ord141,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.008
ord142,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.008
ord143,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.008
ord144,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.008
ord145,aa13,Rose,2,0,100,55.00,,20231213-163925.008
ord146,aa14,Rose,2,0,100,45.00,,20231213-163925.008
ord147,aa15,Rose,1,2,100,1.00,,20231213-163925.008
ord138,aa15,Rose,2,3,100,1.00,,20231213-163925.008
ord148,aa13,Rose,2,0,100,55.00,,20231213-163925.008
ord149,aa14,Rose,2,0,100,45.00,,20231213-163925.008
ord150,aa15,Rose,1,2,200,1.00,,20231213-163925.008
ord138,aa15,Rose,2,2,200,1.00,,20231213-163925.008
ord151,aa13,Rose,1,2,100,45.00,,20231213-163925.008
ord146,aa14,Rose,2,2,100,45.00,,20231213-163925.008
ord152,aa14,Rose,1,2,100,45.00,,20231213-163925.008
ord149,aa14,Rose,2,2,100,45.00,,20231213-163925.008
ord153,aa15,Rose,2,0,300,1.00,,20231213-163925.008
ord154,aa13,Rose,1,2,100,1.00,,20231213-163925.008
ord153,aa15,Rose,2,3,100,1.00,,20231213-163925.008
ord155,aa14,Rose,1,2,100,1.00,,20231213-163925.008
ord153,aa15,Rose,2,3,100,1.00,,20231213-163925.008
ord156,aa15,Rose,2,0,300,1.00,,20231213-163925.008
ord157,aa16,Rose,1,2,100,1.00,,20231213-163925.008
ord156,aa15,Rose,2,3,100,1.00,,20231213-163925.008
ord158,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.008
ord159,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.008
ord160,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.008
ord161,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.008
ord162,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.009
ord163,aa13,Rose,2,0,100,55.00,,20231213-163925.009
ord164,aa14,Rose,2,0,100,45.00,,20231213-163925.009
ord165,aa15,Rose,1,2,100,1.00,,20231213-163925.009
ord156,aa15,Rose,2,3,100,1.00,,20231213-163925.009
ord166,aa13,Rose,2,0,100,55.00,,20231213-163925.009
ord167,aa14,Rose,2,0,100,45.00,,20231213-163925.009
ord168,aa15,Rose,1,3,100,1.00,,20231213-163925.009
ord156,aa15,Rose,2,2,100,1.00,,20231213-163925.009
ord168,aa15,Rose,1,2,100,1.00,,20231213-163925.009
ord153,aa15,Rose,2,2,100,1.00,,20231213-163925.009
ord169,aa13,Rose,1,2,100,45.00,,20231213-163925.009
ord167,aa14,Rose,2,2,100,45.00,,20231213-163925.009
ord170,aa14,Rose,1,2,100,45.00,,20231213-163925.009
ord164,aa14,Rose,2,2,100,45.00,,20231213-163925.009
ord171,aa15,Rose,2,0,300,1.00,,20231213-163925.009
ord172,aa13,Rose,1,2,100,1.00,,20231213-163925.009
ord171,aa15,Rose,2,3,100,1.00,,20231213-163925.009
ord173,aa14,Rose,1,2,100,1.00,,20231213-163925.009
ord171,aa15,Rose,2,3,100,1.00,,20231213-163925.009
ord174,aa15,Rose,2,0,300,1.00,,20231213-163925.009
ord175,aa16,Rose,1,2,100,1.00,,20231213-163925.009
ord174,aa15,Rose,2,3,100,1.00,,20231213-163925.009
ord176,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.009
ord177,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.009
ord178,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.009
ord179,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.009
ord180,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.009
ord181,aa13,Rose,2,0,100,55.00,,20231213-163925.009
ord182,aa14,Rose,2,0,100,45.00,,20231213-163925.009
ord183,aa15,Rose,1,2,100,1.00,,20231213-163925.009
ord174,aa15,Rose,2,3,100,1.00,,20231213-163925.009
ord184,aa13,Rose,2,0,100,55.00,,20231213-163925.009
ord185,aa14,Rose,2,0,100,45.00,,20231213-163925.009
ord186,aa15,Rose,1,3,100,1.00,,20231213-163925.009
ord174,aa15,Rose,2,2,100,1.00,,20231213-163925.009
ord186,aa15,Rose,1,2,100,1.00,,20231213-163925.009
ord171,aa15,Rose,2,2,100,1.00,,20231213-163925.009
ord187,aa13,Rose,1,2,100,45.00,,20231213-163925.009
ord185,aa14,Rose,2,2,100,45.00,,20231213-163925.009
ord188,aa14,Rose,1,2,100,45.00,,20231213-163925.009
ord182,aa14,Rose,2,2,100,45.00,,20231213-163925.009
ord189,aa15,Rose,2,0,300,1.00,,20231213-163925.009
ord190,aa13,Rose,1,2,100,1.00,,20231213-163925.009
ord189,aa15,Rose,2,3,100,1.00,,20231213-163925.009
ord191,aa14,Rose,1,2,100,1.00,,20231213-163925.009
ord189,aa15,Rose,2,3,100,1.00,,20231213-163925.009
ord192,aa15,Rose,2,0,300,1.00,,20231213-163925.009
ord193,aa16,Rose,1,2,100,1.00,,20231213-163925.009
ord192,aa15,Rose,2,3,100,1.00,,20231213-163925.009
ord194,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.009
ord195,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.009
ord196,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.009
ord197,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.009
ord198,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.009
ord199,aa13,Rose,2,0,100,55.00,,20231213-163925.009
ord200,aa14,Rose,2,0,100,45.00,,20231213-163925.009
ord201,aa15,Rose,1,2,100,1.00,,20231213-163925.009
ord192,aa15,Rose,2,3,100,1.00,,20231213-163925.009
ord202,aa13,Rose,2,0,100,55.00,,20231213-163925.009
ord203,aa14,Rose,2,0,100,45.00,,20231213-163925.010
ord204,aa15,Rose,1,3,100,1.00,,20231213-163925.010
ord192,aa15,Rose,2,2,100,1.00,,20231213-163925.010
ord204,aa15,Rose,1,2,100,1.00,,20231213-163925.010
ord189,aa15,Rose,2,2,100,1.00,,20231213-163925.010
ord205,aa13,Rose,1,2,100,45.00,,20231213-163925.010
ord203,aa14,Rose,2,2,100,45.00,,20231213-163925.010
ord206,aa14,Rose,1,2,100,45.00,,20231213-163925.010
ord200,aa14,Rose,2,2,100,45.00,,20231213-163925.010
ord207,aa15,Rose,2,0,300,1.00,,20231213-163925.010
ord208,aa13,Rose,1,2,100,1.00,,20231213-163925.010
ord207,aa15,Rose,2,3,100,1.00,,20231213-163925.010
ord209,aa14,Rose,1,2,100,1.00,,20231213-163925.010
ord207,aa15,Rose,2,3,100,1.00,,20231213-163925.010
ord210,aa15,Rose,2,0,300,1.00,,20231213-163925.010
ord211,aa16,Rose,1,2,100,1.00,,20231213-163925.010
ord210,aa15,Rose,2,3,100,1.00,,20231213-163925.010
ord212,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.010
ord213,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.010
ord214,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.010
ord215,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.010
ord216,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.010
ord217,aa13,Rose,2,0,100,55.00,,20231213-163925.010
ord218,aa14,Rose,2,0,100,45.00,,20231213-163925.010
ord219,aa15,Rose,1,2,100,1.00,,20231213-163925.010
ord210,aa15,Rose,2,3,100,1.00,,20231213-163925.010
ord220,aa13,Rose,2,0,100,55.00,,20231213-163925.010
ord221,aa14,Rose,2,0,100,45.00,,20231213-163925.010
ord222,aa15,Rose,1,3,100,1.00,,20231213-163925.010
ord210,aa15,Rose,2,2,100,1.00,,20231213-163925.010
ord222,aa15,Rose,1,2,100,1.00,,20231213-163925.010
ord207,aa15,Rose,2,2,100,1.00,,20231213-163925.010
ord223,aa13,Rose,1,2,100,45.00,,20231213-163925.010
ord221,aa14,Rose,2,2,100,45.00,,20231213-163925.010
ord224,aa14,Rose,1,2,100,45.00,,20231213-163925.010
ord218,aa14,Rose,2,2,100,45.00,,20231213-163925.010
ord225,aa15,Rose,2,0,300,1.00,,20231213-163925.010
ord226,aa13,Rose,1,2,100,1.00,,20231213-163925.010
ord225,aa15,Rose,2,3,100,1.00,,20231213-163925.010
ord227,aa14,Rose,1,2,100,1.00,,20231213-163925.010
ord225,aa15,Rose,2,3,100,1.00,,20231213-163925.010
ord228,aa15,Rose,2,0,300,1.00,,20231213-163925.010
ord229,aa16,Rose,1,2,100,1.00,,20231213-163925.010
ord228,aa15,Rose,2,3,100,1.00,,20231213-163925.010
ord230,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.010
ord231,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.010
ord232,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.010
ord233,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.010
ord234,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.010
ord235,aa13,Rose,2,0,100,55.00,,20231213-163925.010
ord236,aa14,Rose,2,0,100,45.00,,20231213-163925.010
ord237,aa15,Rose,1,2,100,1.00,,20231213-163925.010
ord228,aa15,Rose,2,3,100,1.00,,20231213-163925.010
ord238,aa13,Rose,2,0,100,55.00,,20231213-163925.010
ord239,aa14,Rose,2,0,100,45.00,,20231213-163925.010
ord240,aa15,Rose,1,3,100,1.00,,20231213-163925.010
ord228,aa15,Rose,2,2,100,1.00,,20231213-163925.010
ord240,aa15,Rose,1,2,100,1.00,,20231213-163925.010
ord225,aa15,Rose,2,2,100,1.00,,20231213-163925.010
ord241,aa13,Rose,1,2,100,45.00,,20231213-163925.010
ord239,aa14,Rose,2,2,100,45.00,,20231213-163925.010
ord242,aa14,Rose,1,2,100,45.00,,20231213-163925.010
ord236,aa14,Rose,2,2,100,45.00,,20231213-163925.010
ord243,aa15,Rose,2,0,300,1.00,,20231213-163925.010
ord244,aa13,Rose,1,2,100,1.00,,20231213-163925.010
ord243,aa15,Rose,2,3,100,1.00,,20231213-163925.010
ord245,aa14,Rose,1,2,100,1.00,,20231213-163925.011
ord243,aa15,Rose,2,3,100,1.00,,20231213-163925.011
ord246,aa15,Rose,2,0,300,1.00,,20231213-163925.011
ord247,aa16,Rose,1,2,100,1.00,,20231213-163925.011
ord246,aa15,Rose,2,3,100,1.00,,20231213-163925.011
ord248,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.011
ord249,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.011
ord250,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.011
ord251,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.011
ord252,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.011
ord253,aa13,Rose,2,0,100,55.00,,20231213-163925.011
ord254,aa14,Rose,2,0,100,45.00,,20231213-163925.011
ord255,aa15,Rose,1,2,100,1.00,,20231213-163925.011
ord246,aa15,Rose,2,3,100,1.00,,20231213-163925.011
ord256,aa13,Rose,2,0,100,55.00,,20231213-163925.011
ord257,aa14,Rose,2,0,100,45.00,,20231213-163925.011
ord258,aa15,Rose,1,3,100,1.00,,20231213-163925.011
ord246,aa15,Rose,2,2,100,1.00,,20231213-163925.011
ord258,aa15,Rose,1,2,100,1.00,,20231213-163925.011
ord243,aa15,Rose,2,2,100,1.00,,20231213-163925.011
ord259,aa13,Rose,1,2,100,45.00,,20231213-163925.011
ord257,aa14,Rose,2,2,100,45.00,,20231213-163925.011
ord260,aa14,Rose,1,2,100,45.00,,20231213-163925.011
ord254,aa14,Rose,2,2,100,45.00,,20231213-163925.011
ord261,aa15,Rose,2,0,300,1.00,,20231213-163925.011
ord262,aa13,Rose,1,2,100,1.00,,20231213-163925.011
ord261,aa15,Rose,2,3,100,1.00,,20231213-163925.011
ord263,aa14,Rose,1,2,100,1.00,,20231213-163925.011
ord261,aa15,Rose,2,3,100,1.00,,20231213-163925.011
ord264,aa15,Rose,2,0,300,1.00,,20231213-163925.011
ord265,aa16,Rose,1,2,100,1.00,,20231213-163925.011
ord264,aa15,Rose,2,3,100,1.00,,20231213-163925.011
ord266,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.011
ord267,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.011
ord268,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.011
ord269,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.011
ord270,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.011
ord271,aa13,Rose,2,0,100,55.00,,20231213-163925.011
ord272,aa14,Rose,2,0,100,45.00,,20231213-163925.011
ord273,aa15,Rose,1,2,100,1.00,,20231213-163925.011
ord264,aa15,Rose,2,3,100,1.00,,20231213-163925.011
ord274,aa13,Rose,2,0,100,55.00,,20231213-163925.011
ord275,aa14,Rose,2,0,100,45.00,,20231213-163925.011
ord276,aa15,Rose,1,3,100,1.00,,20231213-163925.011
ord264,aa15,Rose,2,2,100,1.00,,20231213-163925.011
ord276,aa15,Rose,1,2,100,1.00,,20231213-163925.011
ord261,aa15,Rose,2,2,100,1.00,,20231213-163925.011
ord277,aa13,Rose,1,2,100,45.00,,20231213-163925.011
ord275,aa14,Rose,2,2,100,45.00,,20231213-163925.011
ord278,aa14,Rose,1,2,100,45.00,,20231213-163925.011
ord272,aa14,Rose,2,2,100,45.00,,20231213-163925.011
ord279,aa15,Rose,2,0,300,1.00,,20231213-163925.011
ord280,aa13,Rose,1,2,100,1.00,,20231213-163925.011
ord279,aa15,Rose,2,3,100,1.00,,20231213-163925.011
ord281,aa14,Rose,1,2,100,1.00,,20231213-163925.011
ord279,aa15,Rose,2,3,100,1.00,,20231213-163925.011
ord282,aa15,Rose,2,0,300,1.00,,20231213-163925.011
ord283,aa16,Rose,1,2,100,1.00,,20231213-163925.011
ord282,aa15,Rose,2,3,100,1.00,,20231213-163925.011
ord284,aa13,,1,1,100,55.00,Invalid instrument,20231213-163925.011
ord285,aa14,Rose,3,1,100,65.00,Invalid side,20231213-163925.011
ord286,aa15,Lavender,2,1,101,1.00,Invalid size,20231213-163925.011
ord287,aa16,Tulip,1,1,100,-1.00,Invalid price,20231213-163925.011
ord288,aa17,Orchid,1,1,1000,-1.00,Invalid price,20231213-163925.011
ord289,aa13,Rose,2,0,100,55.00,,20231213-163925.011
